Date,open_interest_divergence.20,momentum.20,carry.20,retail_flow.20,foundational.20
04/02/2022,-0.032420946,0.016747165,0.003562522,0.014157627,5.06%
05/02/2022,-0.00956922,-0.007531184,0.013870474,-0.016222623,0.25%
06/02/2022,0.023390062,-0.000568644,-0.008256475,-0.031931813,-0.62%
07/02/2022,0.005995582,0.008068907,-0.014341475,-0.019465832,0.41%
08/02/2022,-0.005256679,0.023446355,0.016534732,0.020700336,2.35%
09/02/2022,0.003640817,0.003315754,0.00732268,0.005171595,0.81%
10/02/2022,0.004467725,0.021130376,0.000603641,0.01299726,1.96%
11/02/2022,0.009587258,-0.011327612,-0.001994091,-0.004135829,-1.15%
12/02/2022,-0.005969597,0.012661722,0.004385109,0.017532784,1.51%
13/02/2022,-0.006524759,0.006725756,-0.003110469,0.00759266,0.41%
14/02/2022,-0.002986438,-0.020439119,0.007068285,-0.011077602,-1.10%
15/02/2022,-0.001835213,-0.00159379,0.002798471,-0.019512058,-0.63%
16/02/2022,0.001692972,-0.001399082,-0.000819236,-0.002448957,0.24%
17/02/2022,-0.007769121,-0.024253165,0.018884709,-0.016464158,0.02%
18/02/2022,0.005424908,0.002606884,-0.004518623,0.013952115,-0.53%
19/02/2022,0.000378575,0.011674279,-0.010364785,0.004028964,0.11%
20/02/2022,-0.01793289,-0.018117495,0.003429865,0.002799194,-1.41%
21/02/2022,-0.004517137,-0.007219896,0.018609514,-0.00057762,0.98%
22/02/2022,0.004155633,0.00806334,0.004531062,0.007053522,0.29%
23/02/2022,0.000329756,-0.010611019,-0.004083585,-0.000787585,-0.40%
24/02/2022,-0.006338652,0.027650143,-0.016800547,0.003131989,0.94%
25/02/2022,-0.021931323,-0.011513547,-0.026149767,-0.018323186,-3.76%
26/02/2022,-0.030359226,0.002755321,0.006609985,-0.027395907,0.52%
27/02/2022,0.027062121,-0.019139324,-0.018635356,-0.014896174,-2.55%
28/02/2022,-0.022255707,0.038412791,-0.022066228,-0.00425605,-0.21%
01/03/2022,-0.012854976,-0.013813912,0.008493708,-0.046911438,-0.43%
02/03/2022,-0.008266059,0.006676059,0.003446693,0.014814966,0.71%
03/03/2022,-0.024101085,0.005489889,0.005359692,0.003982552,0.27%
04/03/2022,0.016253286,-0.003310501,0.000664548,-0.012529155,-0.58%
05/03/2022,0.004045214,0.002304662,0.001062813,0.003962781,0.16%
06/03/2022,0.003384218,0.001096403,0.012238361,-0.003594636,0.63%
07/03/2022,0.011932034,0.016248594,0.009555513,0.012764902,1.90%
08/03/2022,-0.001285893,-0.002701704,0.010617779,-0.011253461,-0.19%
09/03/2022,-0.017652827,0.007706184,-0.014658598,-0.017157346,-1.46%
10/03/2022,0.002803007,-0.008446821,0.003571822,0.002331946,0.25%
11/03/2022,-0.025334761,0.008492755,0.003338193,0.052204458,0.21%
12/03/2022,-0.00508685,-0.000454406,0.001711423,-0.006476134,0.20%
13/03/2022,0.006056295,-0.01095687,0.00085576,-0.002191021,-0.60%
14/03/2022,-0.010551273,0.006606296,-0.000504023,-0.004039673,0.35%
15/03/2022,-0.003061382,-0.001611839,0.000393918,0.002065956,-0.13%
16/03/2022,-0.013795234,0.00582239,-0.002868827,-0.002396836,-0.22%
17/03/2022,0.015422076,-0.004293512,0.012714936,0.003444064,0.42%
18/03/2022,-0.007369891,0.001425502,0.020611951,0.008763406,1.13%
19/03/2022,0.00306823,-0.021278348,-0.010201822,-0.006308477,-2.39%
20/03/2022,-0.007168026,0.005568026,-0.006040582,0.005223513,-0.03%
21/03/2022,-0.006699335,-0.006107469,-0.005890576,-0.007249848,-1.46%
22/03/2022,-0.032890937,0.023780926,-0.010256656,0.037035326,-0.26%
23/03/2022,0.00307681,-0.012521646,0.001616061,-0.040812501,-1.59%
24/03/2022,0.01169277,-0.019737222,-0.001727932,-0.008082099,-2.14%
25/03/2022,0.015259007,-0.001017513,0.001198965,0.001764994,0.10%
26/03/2022,-2.26E-05,-0.007356815,0.000149768,0.011168859,-0.58%
27/03/2022,0.006282025,0.003898943,0.000855665,-0.001261441,0.36%
28/03/2022,0.013593437,-0.018584739,0.007729635,-0.009688887,-1.02%
29/03/2022,-0.004226365,-0.006338222,0.010508447,-0.008835785,-0.27%
30/03/2022,0.002847305,0.011296979,-0.009596622,-2.6E-05,0.81%
31/03/2022,-0.012751353,0.016943403,-0.006756158,-0.012162588,0.31%
01/04/2022,0.010352647,0.004304815,0.013955903,0.001767017,1.91%
02/04/2022,-0.017863617,-0.008939218,0.012680213,-0.022515023,-0.12%
03/04/2022,-0.013652298,0.003978893,-0.007810103,0.007134006,0.04%
04/04/2022,0.013616197,0.005403641,0.005931377,-0.000929868,0.42%
05/04/2022,0.012348554,0.001598637,0.002125169,-0.006409397,0.43%
06/04/2022,-0.009959776,-0.016548175,-0.003024176,-0.000879618,-3.59%
07/04/2022,-0.0001383,-0.005015302,-0.016161924,0.008806086,-0.77%
08/04/2022,-0.021185219,0.003413334,-0.006830971,0.011553653,-0.11%
09/04/2022,0.01320734,-0.003791454,0.004385414,-0.009083194,-0.30%
10/04/2022,0.010840038,0.012032529,-0.01122169,-0.004549651,-0.48%
11/04/2022,-0.020196733,0.008487696,-0.001520232,0.011601145,1.81%
12/04/2022,0.047113032,-0.008758453,-0.002378176,-0.027273772,-0.83%
13/04/2022,-0.022969731,-0.018229248,0.002823675,-0.004828891,-1.60%
14/04/2022,-0.005559684,0.002133948,-0.020235102,0.008598604,-1.36%
15/04/2022,0.002872352,-0.020361085,-0.022517938,-0.028432375,-2.81%
16/04/2022,-0.015309378,-0.005528156,0.01061384,-0.002401441,0.38%
17/04/2022,0.005043814,-0.000489695,0.000621989,-0.015357212,0.22%
18/04/2022,-0.002721578,-0.018002985,0.000641395,-0.001244061,-1.95%
19/04/2022,-0.009303087,0.00146711,0.003331755,-0.009902126,0.67%
20/04/2022,0.009156836,0.00128529,0.014831798,-0.005460001,1.24%
21/04/2022,0.010715945,0.018301581,-0.029185991,-3.02E-05,-1.98%
22/04/2022,-0.002632905,-0.018965724,0.012778081,0.007421954,-0.02%
23/04/2022,0.003676516,0.001466499,7.87E-05,0.001946414,0.13%
24/04/2022,0.007530985,0.00130537,-0.000216157,-0.004339413,0.32%
25/04/2022,0.014412185,0.013582634,0.012436422,0.037107853,1.84%
26/04/2022,0.007596618,0.006514206,0.005081848,-0.013968457,2.05%
27/04/2022,-0.005202627,-0.000903162,-0.001417044,0.000591526,-0.48%
28/04/2022,0.014032611,0.019306374,0.000600682,-3.13E-05,1.87%
29/04/2022,-0.001490766,0.019265258,-0.008485922,0.008581293,1.42%
30/04/2022,-0.002459909,0.033454147,0.001855965,0.004162789,2.92%
01/05/2022,-0.027364689,0.003910793,-0.001594406,0.011560645,-0.86%
02/05/2022,-0.033215986,0.015595783,0.0054412,0.004335759,2.27%
03/05/2022,0.010394883,-0.000662752,-0.008795837,0.031619786,-0.88%
04/05/2022,-0.008981045,-0.009495048,-0.008654833,0.016627993,-4.97%
05/05/2022,0.009017846,-0.002640166,-0.009499239,-0.011655335,0.15%
06/05/2022,0.003741254,0.004682226,-0.012835934,0.029881498,-0.54%
07/05/2022,0.002443379,0.020653176,-0.003769973,0.025220368,1.86%
08/05/2022,-0.010190399,0.011981293,0.009344624,0.037886546,2.15%
09/05/2022,-0.014395203,0.009088881,-0.024587634,-0.008385331,4.70%
10/05/2022,0.01762579,-0.014495082,0.021553163,-0.031087613,-1.46%
11/05/2022,-0.000550664,0.022569017,-0.077329039,-0.03501443,-2.59%
12/05/2022,-0.014604573,0.009951418,-0.0240108,-0.030443322,-0.17%
13/05/2022,0.038907073,0.001783567,0.018137791,0.022695048,0.42%
14/05/2022,-0.004755358,-0.011984094,0.003352484,-0.024045846,-0.94%
15/05/2022,0.01438911,-0.028172761,0.018647686,-0.020959577,-2.82%
16/05/2022,0.011930503,0.003758453,-0.001740235,-0.000485382,2.23%
17/05/2022,-0.000137688,0.006890064,-0.010855569,0.017877845,-1.08%
18/05/2022,-0.011495466,0.007811087,0.009962061,-0.022738097,3.21%
19/05/2022,0.001467314,0.014203141,0.004527727,-0.002280595,0.59%
20/05/2022,0.002951364,-0.008135143,0.009130397,-0.013349415,0.67%
21/05/2022,0.00173136,0.004699879,0.011093304,0.013046277,0.78%
22/05/2022,-0.00039961,0.012197476,-0.003358787,0.002297624,0.09%
23/05/2022,0.018186095,0.006585776,-0.016692806,0.013549582,0.20%
24/05/2022,0.005176872,0.018600861,0.001955941,0.015534039,1.25%
25/05/2022,0.017252873,0.02578484,-0.014482654,0.020569754,1.50%
26/05/2022,-0.008232581,0.014405593,-0.035170704,0.001859763,-0.62%
27/05/2022,0.008197918,0.003252059,-0.017606487,0.020485661,-0.47%
28/05/2022,-0.001735558,-0.016353349,0.01105166,0.007942154,-1.49%
29/05/2022,0.002193025,-0.005067447,0.012510043,-0.01267447,0.58%
30/05/2022,-0.000395944,0.003623655,-0.007417921,-0.041826633,-0.99%
31/05/2022,-0.004883111,0.033666796,-0.008934901,0.002043566,2.48%
01/06/2022,0.010164686,-0.004490417,-0.026993356,0.008515923,-1.69%
02/06/2022,0.003147805,0.009243553,0.019674233,0.010758749,2.15%
03/06/2022,0.013564622,0.013960268,-0.019437614,0.004495122,-0.27%
04/06/2022,-0.008738701,-0.020998043,0.007410557,-0.016032212,-1.34%
05/06/2022,0.004919704,0.003640276,-0.004497164,0.009077731,-0.04%
06/06/2022,-0.02183799,-0.016115715,0.00148162,0.010817323,-1.31%
07/06/2022,0.006739617,0.023792933,-0.032291387,0.024112584,0.13%
08/06/2022,0.016179849,0.014317024,-0.008571743,0.017578556,0.80%
09/06/2022,0.002129084,0.007853563,0.00294315,0.010520366,0.91%
10/06/2022,0.015013917,0.003782544,-0.005892055,-0.003273495,0.19%
11/06/2022,0.010213796,0.016596606,-0.002491871,-0.012519981,1.16%
12/06/2022,0.009500459,0.015895573,-0.016854415,0.013223788,0.88%
13/06/2022,-0.029585153,-0.055814041,0.026346766,0.01222125,0.81%
14/06/2022,-0.025029428,-0.002940749,-0.030145193,0.00122214,-1.38%
15/06/2022,-0.036452675,0.003340931,0.069757651,0.05159881,3.66%
16/06/2022,0.018338342,0.007404813,-0.012983024,0.010413917,0.36%
17/06/2022,-0.013945516,-0.01658062,-0.011094012,0.001370573,-1.52%
18/06/2022,-0.060937648,0.020828829,0.021421029,0.037004789,2.80%
19/06/2022,0.012006708,-0.028103306,-0.042003647,-0.003128384,-5.97%
20/06/2022,-0.01015474,-0.015344203,0.018945649,-0.032337922,-0.18%
21/06/2022,0.061631167,-0.007744516,-0.032925733,-0.025265826,-3.03%
22/06/2022,0.003323577,0.022949252,-0.021134655,0.00360108,0.75%
23/06/2022,0.013727152,-0.009581092,-0.002861017,-0.012777847,-2.12%
24/06/2022,0.024798794,-0.004059275,0.034703856,-0.009284806,2.25%
25/06/2022,0.009400957,0.005951452,-0.014870825,0.010689965,-0.32%
26/06/2022,0.022210233,-0.02469748,-0.019662989,-0.005531269,-2.82%
27/06/2022,0.013708702,-0.009715903,0.027451327,-0.000479198,0.45%
28/06/2022,0.004660988,-0.023100686,0.011216464,-0.023612264,-2.75%
29/06/2022,0.005714996,0.000412714,-0.014043883,0.015449291,-1.11%
30/06/2022,-0.014672845,0.014093366,0.010818497,0.001707151,1.94%
01/07/2022,0.021312741,-0.014598842,0.003812707,-0.004205424,-1.45%
02/07/2022,-0.013187496,-0.002344833,-0.002528643,-0.016672156,-0.09%
03/07/2022,0.001566117,0.002539639,0.000146178,0.000851386,0.24%
04/07/2022,0.005524735,-0.009248548,-0.029306895,0.010298869,-1.18%
05/07/2022,0.019885453,0.007256274,-0.006601992,0.001013725,-0.54%
06/07/2022,0.00628971,-0.00769353,-0.009831297,0.011012777,-0.72%
07/07/2022,-0.012731423,-0.007623295,-0.006380756,-0.010424364,-0.52%
08/07/2022,0.027348897,-0.005966543,0.023461368,0.008961349,0.66%
09/07/2022,0.003299878,0.006846718,-0.000288648,-0.015242106,1.29%
10/07/2022,0.016762757,0.008359771,-0.015181364,0.009070022,-1.25%
11/07/2022,-0.003946375,-0.019135972,-5.51E-05,-0.024296085,-2.24%
12/07/2022,0.003422499,0.003678182,0.009851799,-0.00769325,0.44%
13/07/2022,-0.005652864,-0.004125072,-0.009542831,0.005463444,0.94%
14/07/2022,0.007781144,0.025048172,-0.027022291,0.018927227,0.53%
15/07/2022,-0.011851148,-0.003894089,0.008532215,-0.0141871,0.69%
16/07/2022,-0.042247314,-0.001537743,-0.016957955,0.005179428,-0.81%
17/07/2022,-0.028870818,0.006074673,-0.004388356,-0.017555263,-0.09%
18/07/2022,-0.050541744,0.041527016,0.004560782,0.073820074,6.51%
19/07/2022,-0.005727435,-0.002673174,0.018148572,-0.027721495,0.94%
20/07/2022,0.02719562,-0.011511111,-0.02284639,-0.015935082,-2.68%
21/07/2022,0.003144341,0.030816767,0.002466918,0.015969552,3.68%
22/07/2022,0.004076196,-0.004438654,0.009628637,-0.007144691,-0.90%
23/07/2022,-0.000755203,-0.019469827,-0.018015741,-0.016113098,-2.25%
24/07/2022,-0.034248611,0.002190668,-0.011805349,-0.001812491,-0.47%
25/07/2022,0.027476163,-0.013083283,0.0238071,-0.007913309,-1.26%
26/07/2022,-0.002527854,-0.003686236,0.016736586,-0.022001946,0.66%
27/07/2022,-0.004656524,0.029075329,-0.008682694,0.033613436,2.26%
28/07/2022,-0.056017081,0.042196253,-0.015514729,0.033786747,3.24%
29/07/2022,0.002922461,0.003053402,-0.021151615,0.009928215,-1.03%
30/07/2022,0.003412098,-0.025782683,-0.006628193,-0.026846705,-2.50%
31/07/2022,-0.001075015,-0.010784174,0.00788417,0.011578799,-0.50%
01/08/2022,0.023953879,-0.017941543,0.005495716,-0.027600732,-0.47%
02/08/2022,0.015479405,0.009022446,0.000422837,0.010479099,0.57%
03/08/2022,0.007027591,0.015478649,0.013700502,0.017660475,1.96%
04/08/2022,-0.004831215,0.004027111,0.001609818,-0.004186482,0.97%
05/08/2022,-0.031454896,0.020955596,-0.010406788,0.020722139,0.78%
06/08/2022,0.010386508,-0.006105223,0.003501798,-0.001054911,-0.29%
07/08/2022,-0.009666062,0.011959565,-0.003950382,0.005598224,1.02%
08/08/2022,-0.019182499,0.001086803,0.002911789,0.019238181,0.03%
09/08/2022,0.017516388,-0.005393023,-0.00751184,0.017637316,-0.88%
10/08/2022,-0.024442842,0.012071908,0.003968206,0.004917308,1.78%
11/08/2022,-0.013227599,-0.007782632,-0.010909419,-0.016057605,-1.12%
12/08/2022,-0.01468457,0.013568228,0.002678618,0.014658369,1.45%
13/08/2022,-0.013556152,-0.011243977,-0.010777208,-0.009600099,-1.39%
14/08/2022,0.068862793,-0.055441862,-0.035414976,-0.017636679,-6.28%
15/08/2022,-0.001426307,-0.006757477,0.014824685,-0.008834706,0.56%
16/08/2022,0.023338219,-0.009502661,-0.012454829,0.021740824,-1.73%
17/08/2022,-0.010474586,-0.018623935,0.019482378,-0.017784883,-0.36%
18/08/2022,-0.017981508,-0.00640436,0.00788105,-0.01624031,-0.26%
19/08/2022,0.026160246,-0.004663332,0.022278283,0.01064637,0.44%
20/08/2022,0.019792447,-0.000684029,0.008834945,-0.020452839,0.13%
21/08/2022,-0.002499611,0.000847583,0.00467281,-0.009419229,0.87%
22/08/2022,-0.024345438,0.002091536,0.007466974,-0.001359566,0.82%
23/08/2022,-0.016006053,-0.006183186,0.019343937,-0.01114473,1.39%
24/08/2022,-0.001818956,0.009650922,0.004350521,0.013362567,1.27%
25/08/2022,0.003949629,-0.000946839,-0.007170994,0.0044985,-0.42%
26/08/2022,0.009219406,-0.011861559,0.000722027,-0.003999399,-1.27%
27/08/2022,0.011121887,-0.005359976,0.008618592,-0.027746722,0.02%
28/08/2022,0.001964164,0.009937039,-0.00275856,-0.014260308,0.72%
29/08/2022,-0.010411793,-0.009965574,-0.008035649,-0.004234879,-0.45%
30/08/2022,0.006718734,-0.002433809,0.00338894,-0.011815111,0.50%
31/08/2022,-0.00847312,-0.001443707,-0.016395253,0.007571301,-1.01%
01/09/2022,-0.008863985,0.017080996,-0.012169801,0.009646047,0.53%
02/09/2022,-0.008567494,0.007917073,-0.013401439,0.001639509,-0.76%
03/09/2022,0.006487594,-0.00287192,0.005309729,-0.010066188,0.15%
04/09/2022,0.002786751,-0.000266276,-0.007756441,0.009738208,-0.71%
05/09/2022,-0.051136864,-0.017860749,0.041357786,-0.007149995,1.03%
06/09/2022,0.008136007,-0.013434651,0.005859073,-0.030678703,-1.04%
07/09/2022,-0.019134183,0.001505419,0.00073581,0.017160884,-0.21%
08/09/2022,-0.012530688,-0.005178003,-0.012844471,0.001143911,-1.09%
09/09/2022,0.001511566,-0.01888049,-0.003401073,-0.026091374,-0.78%
10/09/2022,-0.00380055,0.000619974,0.012285687,-0.003076843,1.12%
11/09/2022,-0.001132221,-0.003471049,-0.001460487,0.006876606,-0.52%
12/09/2022,-0.007663767,-0.020583042,-0.014147908,-0.005168514,-2.81%
13/09/2022,0.006994717,-0.016280698,-0.007198147,-0.021798288,0.28%
14/09/2022,-0.01782249,0.011402919,0.007704237,0.007186938,1.30%
15/09/2022,0.004541548,-0.006183049,0.003510511,-0.003060417,0.28%
16/09/2022,0.008555776,-0.003191687,-0.004823211,0.007753405,-0.48%
17/09/2022,0.000679113,0.01076511,-0.019958999,0.024364236,0.30%
18/09/2022,0.012329319,0.001302808,0.009893975,0.007399369,-0.32%
19/09/2022,0.009553656,0.018538048,-0.018373629,0.001556009,0.38%
20/09/2022,0.013605962,0.033392268,-0.008608186,0.043364281,2.19%
21/09/2022,0.027421629,-0.00879662,-0.009986555,0.004999042,-1.96%
22/09/2022,-0.011286173,0.057649626,-0.012904253,0.057049503,3.78%
23/09/2022,-0.003398721,0.013372804,-0.015098368,0.038568507,-0.61%
24/09/2022,0.009819456,-0.00730557,0.003258074,-0.005100049,0.17%
25/09/2022,0.007615174,0.005984587,-0.01573192,0.004682379,-0.82%
26/09/2022,-0.019815733,-0.022531364,0.019546657,-0.02308747,-0.13%
27/09/2022,0.026626032,-0.005948756,-0.00049244,0.01042679,-0.60%
28/09/2022,0.009772446,0.000130012,0.001229358,0.004109764,0.36%
29/09/2022,-0.005456574,0.009264514,0.003866477,-0.003524119,1.02%
30/09/2022,0.004942527,-0.00159917,0.010874791,-0.006364363,0.68%
01/10/2022,-0.002253097,0.005736405,0.001365975,0.009537672,0.82%
02/10/2022,0.006237925,0.006448482,-0.005746047,0.008829024,0.49%
03/10/2022,0.000760572,-0.009952995,-0.000907068,-0.014548096,-0.97%
04/10/2022,-0.007181286,0.010033535,-0.007092331,-0.007730467,0.16%
05/10/2022,-0.00312507,0.0018484,0.000882392,0.001458935,0.51%
06/10/2022,0.011803497,-0.006475945,0.002440136,-0.012659569,-0.43%
07/10/2022,0.000115266,0.000712232,0.002885074,-0.00218341,0.29%
08/10/2022,-0.002313653,-0.003685722,0.006356142,-0.008205709,0.18%
09/10/2022,-0.006745127,0.005163608,-0.005654234,0.006478319,-0.01%
10/10/2022,0.009925735,0.023998954,0.009394893,0.023935468,2.13%
11/10/2022,0.007155011,-0.00656237,0.004504892,-0.010940925,-0.26%
12/10/2022,0.001974494,0.009970187,-0.010489146,0.00166987,0.21%
13/10/2022,0.024870217,0.01050133,-0.014148533,0.008666645,-0.23%
14/10/2022,0.001650548,0.009123108,0.017018508,0.011776904,1.60%
15/10/2022,-0.005534219,-0.00636897,0.001699875,0.005972226,-0.50%
16/10/2022,-0.0097444,-0.008708038,0.004562107,-0.009945639,-0.68%
17/10/2022,-0.009608244,-0.003276412,-0.001816879,0.003578633,-0.57%
18/10/2022,0.011911656,0.002482133,0.00027735,0.001576069,0.19%
19/10/2022,0.020990846,0.021043064,0.003963002,-0.005693675,1.70%
20/10/2022,-0.010148532,-0.004463386,-0.018892095,-0.02088973,-1.82%
21/10/2022,-0.006869368,-0.00959306,0.00114551,-0.011390642,-0.49%
22/10/2022,-0.006357029,4.09E-05,0.003981652,-0.001723273,0.44%
23/10/2022,-0.013161037,0.000602068,0.000964895,-0.001950106,0.43%
24/10/2022,0.009939065,0.001856003,-0.001505268,-0.009003583,-0.08%
25/10/2022,-0.034313341,-0.01352606,0.022286611,0.0110476,1.13%
26/10/2022,-0.000609581,0.015241347,-0.037843092,0.002194353,-1.42%
27/10/2022,0.015827708,0.008394799,-0.010600615,-0.015890991,-1.21%
28/10/2022,0.008845811,-0.001287203,-0.011726951,0.011736673,-0.63%
29/10/2022,0.005998276,0.008464889,-0.011739271,-0.006402527,0.97%
30/10/2022,0.000721896,0.003144717,-0.031564009,-0.017240145,-1.91%
31/10/2022,0.027455702,0.015990414,0.000828309,-0.002825532,1.43%
01/11/2022,0.007914264,0.005569847,0.000954147,-0.00192429,0.44%
02/11/2022,-0.022012965,-0.00957134,-0.01049347,-0.006424666,-1.53%
03/11/2022,-0.002172262,-0.002904999,0.008157055,-0.011941803,-0.04%
04/11/2022,-0.007511525,0.007945019,-0.027149835,0.029384816,-2.41%
05/11/2022,-0.01798033,0.00369484,-0.005327407,0.016465119,0.11%
06/11/2022,0.017193669,-0.006203468,0.010049718,0.003399106,0.98%
07/11/2022,0.006602223,0.017569668,-0.021124243,0.013762988,0.13%
08/11/2022,0.014971047,-0.028232078,0.048411556,-0.011137938,0.24%
09/11/2022,-0.024730548,-0.010043714,0.007033556,-0.009387948,1.09%
10/11/2022,-0.011252812,-0.00495559,-0.020382723,0.004528814,-2.78%
11/11/2022,-0.024766035,0.009406867,-0.020292239,0.014852014,-0.39%
12/11/2022,-0.004241085,-0.00750047,0.016074185,-0.024468614,0.72%
13/11/2022,-0.016928418,0.023804767,0.022333225,-0.003230341,3.49%
14/11/2022,0.008387426,-0.012445278,0.001972428,-0.024776502,-1.25%
15/11/2022,0.006634814,-0.018751872,-0.014747962,-0.004856381,-1.96%
16/11/2022,0.000304748,0.006365472,-0.003305933,0.000864949,0.04%
17/11/2022,-0.025214608,0.015363019,0.001661976,0.009010521,1.83%
18/11/2022,0.008057083,-0.003501601,-0.014699437,-0.017096684,-1.16%
19/11/2022,-0.004041756,0.003449579,0.012312837,0.015250061,1.29%
20/11/2022,-0.001907643,0.02118392,0.025054098,0.017580328,2.70%
21/11/2022,-0.020586256,-0.009752172,0.009035356,0.008604808,-0.10%
22/11/2022,-0.030658143,0.033651621,-0.004985247,0.005067766,2.54%
23/11/2022,-0.023256967,0.019648639,0.004118133,-0.009852619,2.27%
24/11/2022,0.002305403,0.007024349,0.015246831,0.018985229,1.21%
25/11/2022,0.01638724,0.000643637,0.001316104,-0.012110648,0.31%
26/11/2022,-0.007703531,0.014750875,0.004506658,0.018672323,1.35%
27/11/2022,0.016362783,-0.000290476,0.006909166,-0.006001831,0.67%
28/11/2022,-0.019054352,-0.001318039,-0.001288582,0.012408449,-0.05%
29/11/2022,-0.010273922,0.007496499,-0.019106264,-0.002787645,-0.56%
30/11/2022,-0.016880633,0.004433368,-0.005901479,-0.003484459,0.65%
01/12/2022,-0.001006143,-0.002959172,-0.010101017,0.002299715,-0.41%
02/12/2022,0.014815543,-0.010364401,0.008254586,-0.022275269,-0.16%
03/12/2022,0.013543632,-0.002095892,0.00652182,-0.000695419,-0.25%
04/12/2022,-0.015839144,-0.007944279,-0.004817646,0.00601589,-0.61%
05/12/2022,0.019174795,-0.010758085,0.002717044,-0.001993317,-0.85%
06/12/2022,-0.017005861,0.002917219,0.014832314,-0.003994501,1.03%
07/12/2022,0.016815298,0.014963742,0.004951243,0.009749051,1.58%
08/12/2022,0.001678378,0.010347673,0.002747061,0.004903213,0.66%
09/12/2022,0.008526698,-0.00259056,0.003412369,-0.000687697,0.28%
10/12/2022,0.003588851,-0.005582445,0.000150235,-0.005737037,-0.45%
11/12/2022,0.011981803,0.004606364,0.008741043,0.009595766,0.63%
12/12/2022,-0.005472086,0.001707073,0.003178116,0.004877503,0.29%
13/12/2022,-0.028351511,0.007538337,2.44E-05,0.015957653,0.50%
14/12/2022,0.001986116,0.0007549,0.00869874,0.010199284,1.51%
15/12/2022,0.009595292,0.000797034,0.010938932,-0.006761035,0.88%
16/12/2022,0.039817268,0.042510958,0.06345941,0.060028806,8.41%
17/12/2022,0.008919694,-0.010910726,0.013598602,-0.000429278,0.16%
18/12/2022,0.023246421,-0.010206001,0.008536807,0.014666121,0.15%
19/12/2022,-0.005743778,0.026095544,-0.004742522,0.018383865,2.25%
20/12/2022,0.00422629,0.003231983,-0.009043334,-0.002942486,-1.05%
21/12/2022,-0.013468406,0.00632309,0.005854226,-0.002639303,1.13%
22/12/2022,0.002752152,-0.009897281,-0.005351641,-0.001998447,-1.21%
23/12/2022,-0.005809321,-0.007508221,0.002547439,-0.003747158,-0.36%
24/12/2022,-8.2E-06,0.005367918,0.002360876,0.008384902,0.50%
25/12/2022,-0.010408834,0.00145956,-0.000434383,-0.001100944,0.03%
26/12/2022,-0.00068038,-0.006146781,-0.002244268,-0.008507708,-0.90%
27/12/2022,0.012898519,0.00065061,0.005379147,0.003321859,0.83%
28/12/2022,0.020996143,0.022598999,0.014369105,0.017223955,3.26%
29/12/2022,0.008414496,0.000637178,-0.014758881,-0.018482542,-0.76%
30/12/2022,0.001751523,0.002160645,0.002999448,0.017554918,0.41%
31/12/2022,-0.010110682,-0.005825861,-0.000835589,-0.006518222,-0.63%
01/01/2023,0.00283526,-0.003400021,-0.007014295,0.000838509,-0.84%
02/01/2023,-0.028568293,-0.013058564,0.009102392,0.010156851,-0.30%
03/01/2023,-2.33E-05,0.004022754,0.002558018,0.010380733,0.43%
04/01/2023,-0.022244342,-0.025693999,-0.012941884,-0.010410384,-3.55%
05/01/2023,0.01080008,0.008935121,0.013382422,0.005190932,1.29%
06/01/2023,0.004208319,-0.010753203,-0.009190726,0.000387409,-1.67%
07/01/2023,-0.006993643,-0.004324065,0.005733734,-0.000359203,-0.15%
08/01/2023,-0.002585129,0.003640019,0.008076476,0.011995422,1.52%
09/01/2023,-0.026657945,0.014679181,-0.011181433,0.032472826,1.28%
10/01/2023,0.011376685,-0.005268801,0.01328566,0.004255684,0.24%
11/01/2023,0.004791354,-0.014547532,0.014972755,-0.041649228,-0.37%
12/01/2023,-0.004543277,-0.02075854,-0.022040987,-0.001604663,-2.64%
13/01/2023,0.019121748,-0.021003684,-0.01957371,-0.02206909,-3.09%
14/01/2023,0.000211725,-0.010625599,0.00135955,0.016668213,-0.51%
15/01/2023,0.012695286,0.000890344,-0.005823184,0.002322117,-0.16%
16/01/2023,0.005451644,-0.006924763,-0.016249382,0.002468861,-1.69%
17/01/2023,-0.008025237,-0.010204992,-1.95E-05,-0.000464502,-0.28%
18/01/2023,-0.000403404,-0.007195613,-0.008073047,-0.011178932,-2.10%
19/01/2023,-0.007863503,0.013260112,0.017924465,0.009022755,2.34%
20/01/2023,-0.014865304,0.024123373,0.004676538,0.019841072,4.55%
21/01/2023,-0.006513335,0.010353517,0.008185941,0.009571271,0.55%
22/01/2023,0.007074716,-0.002165459,-0.011278122,-0.006762408,-0.21%
23/01/2023,-0.006833687,-0.017235881,0.012717309,0.00226223,-0.55%
24/01/2023,0.020034245,-0.003574862,0.000360643,-0.021130865,-0.73%
25/01/2023,-0.018354233,0.017238001,0.00557641,0.009215918,1.91%
26/01/2023,-0.010873207,0.002139124,-0.011460018,0.010253282,-0.45%
27/01/2023,0.007257912,-0.015642839,0.003755016,-0.008416903,-0.42%
28/01/2023,0.001150303,-0.014492358,-0.0048182,-0.018673413,-0.69%
29/01/2023,-0.017688942,0.008539321,-0.002031367,0.011239957,0.52%
30/01/2023,0.002405207,-0.010710013,0.008245503,-0.018423678,-1.41%
31/01/2023,-0.005207973,0.006334664,-0.013999976,0.006456449,-0.08%
01/02/2023,-0.021280888,0.00853215,-0.006803581,0.016486755,0.89%
