Date,open_interest_divergence.20,momentum.20,carry.20,retail_flow.20,foundational.20
07/05/2020,0.014725924,0.0005223,0.006948396,,-0.49%
08/05/2020,0.040212591,0.014842065,-0.02038464,,0.58%
09/05/2020,-0.021006232,-0.012358241,-0.017580823,,-1.67%
10/05/2020,0.025353313,-0.011208453,-0.019594528,,-0.44%
11/05/2020,-0.002457209,-0.008464518,0.016937441,,0.64%
12/05/2020,0.039132649,0.024328143,0.00498338,,2.46%
13/05/2020,-0.011101292,0.008282598,0.009539325,,0.65%
14/05/2020,-0.014974593,-0.002757989,0.008191847,,-0.25%
15/05/2020,-0.011087383,-0.001565889,0.002232746,,0.09%
16/05/2020,-0.003826395,-0.000537971,-0.00528191,,-0.25%
17/05/2020,-0.00021584,-0.001102459,-0.016622035,,-0.97%
18/05/2020,-0.006822124,-0.004325081,-0.001994366,,-0.41%
19/05/2020,0.003422361,0.002139076,0.008573054,,0.77%
20/05/2020,0.025609217,-0.007304743,-0.018617542,,-1.77%
21/05/2020,-0.010999309,-0.015756869,-0.007287339,,-2.49%
22/05/2020,0.012972379,0.017250463,-0.00338493,,0.79%
23/05/2020,-0.011113964,-0.009083223,-0.004676073,,-0.92%
24/05/2020,-0.017900913,-0.015681273,0.009778965,,-0.95%
25/05/2020,0.001981103,0.004029906,-0.011096029,,-0.30%
26/05/2020,0.01614535,0.005342405,-0.011460417,,-0.30%
27/05/2020,-0.009745335,-0.009819779,0.008222153,,-0.07%
28/05/2020,0.007571393,0.034933091,-0.009622311,,2.96%
29/05/2020,-0.020883448,-0.000490984,-0.008199232,,-0.51%
30/05/2020,0.003652785,0.023623235,-0.009881233,,2.54%
31/05/2020,0.020778478,-0.007725005,0.004464877,,-0.34%
01/06/2020,0.019020333,0.024085003,-0.001508838,,2.54%
02/06/2020,0.033095999,-0.003400882,-0.026749052,,-1.92%
03/06/2020,0.00322797,0.023040027,-0.00289305,,1.25%
04/06/2020,-0.007283956,-0.00581475,-0.0032775,,-1.16%
05/06/2020,-0.024270242,-0.021165666,-0.001841425,,-1.79%
06/06/2020,0.005688498,0.001030229,-0.000734465,,0.15%
07/06/2020,-0.009666108,-0.002207553,-0.008777116,,-0.60%
08/06/2020,0.003842497,0.003337331,-0.020342488,,-1.16%
09/06/2020,0.00900159,0.00461191,0.003482557,,0.69%
10/06/2020,-0.001589048,-0.006840532,-0.007027021,,-1.18%
11/06/2020,-0.006691182,-0.02458196,0.021121669,,-2.23%
12/06/2020,-0.002241178,0.012108052,-0.005896447,,1.02%
13/06/2020,0.007009567,0.004478176,-0.013214678,,-0.57%
14/06/2020,-0.011316371,-0.005294612,0.012060065,,0.22%
15/06/2020,-0.002207926,0.003191875,0.00333556,,0.60%
16/06/2020,0.003706875,0.009806385,0.002278502,,0.99%
17/06/2020,-0.005887653,0.003568134,-0.005419544,,0.32%
18/06/2020,0.005467536,0.005731283,0.001456241,,0.64%
19/06/2020,-0.010335793,-0.003363436,-0.001598218,,-0.45%
20/06/2020,0.003443896,0.002400347,-0.001268784,,0.31%
21/06/2020,0.000410175,-0.000356509,0.004100531,,0.17%
22/06/2020,0.001807517,0.018851177,-0.003536059,,1.02%
23/06/2020,0.011884456,0.014011167,-0.020432256,,-0.88%
24/06/2020,-0.000686012,-0.003559675,0.018027909,,0.44%
25/06/2020,-0.007857917,0.006650541,0.006181833,,0.59%
26/06/2020,-0.002791701,-0.000921863,0.005643269,,0.28%
27/06/2020,-0.000660716,0.015599306,0.010604942,,1.91%
28/06/2020,0.010265207,0.007167057,0.010519671,,1.13%
29/06/2020,0.009781215,0.006883765,-0.003874229,,0.49%
30/06/2020,0.00556285,-0.001818754,0.004616348,,0.16%
01/07/2020,0.007532975,0.030035998,0.024704393,,3.28%
02/07/2020,0.003877693,0.002627912,0.000445005,,0.50%
03/07/2020,-0.015678474,0.004109346,0.012624974,,1.05%
04/07/2020,0.000484419,0.00505611,0.000122812,,0.25%
05/07/2020,0.005603493,0.005350126,-0.019498492,,-0.75%
06/07/2020,-0.024745417,-0.032966952,0.03950727,,1.05%
07/07/2020,0.015160435,0.054422106,0.034699748,,5.13%
08/07/2020,0.021818684,0.013030867,0.002224685,,1.39%
09/07/2020,0.014421481,0.02052952,-0.031105565,,-0.66%
10/07/2020,0.004263179,0.001926746,-0.030880628,,-1.65%
11/07/2020,0.02828108,0.005138257,-0.001660131,,-0.20%
12/07/2020,0.009480235,0.02919428,-0.008172675,,2.03%
13/07/2020,0.012496677,-0.008850826,-0.008241942,,-1.07%
14/07/2020,0.007273497,0.02631189,0.006515979,,2.48%
15/07/2020,0.037385753,0.023523759,0.006376309,,1.85%
16/07/2020,0.018767105,0.012139806,-0.027544447,,-1.09%
17/07/2020,0.010105288,0.007135036,-0.010951026,,-0.19%
18/07/2020,-0.003519051,-0.009304954,-0.008158091,,-1.12%
19/07/2020,-0.014970202,-0.010233573,0.00754833,,-0.67%
20/07/2020,-0.016410081,-0.035551984,0.010654776,,-0.89%
21/07/2020,-0.002466882,-0.011256981,-0.013397255,,-1.46%
22/07/2020,-0.015563813,-0.018970389,0.004385613,,-1.27%
23/07/2020,-0.009395986,0.006447304,0.008718448,,0.62%
24/07/2020,-0.010219166,-0.004572543,0.000996378,,0.18%
25/07/2020,-0.040918449,-0.013136288,0.0298703,,-1.03%
26/07/2020,0.011763548,-0.011973891,0.019141119,,0.39%
27/07/2020,-0.082443376,-0.104449141,0.061733166,,-3.85%
28/07/2020,-0.014195281,-0.0089922,0.004803352,,-0.78%
29/07/2020,-0.009596101,-0.023986437,0.00573686,,-2.03%
30/07/2020,0.000190167,0.020281068,0.003966342,,2.28%
31/07/2020,-0.00367508,0.008879086,0.008960963,,1.04%
01/08/2020,0.002522324,-0.004221319,-0.0301956,,-1.86%
02/08/2020,0.024103883,-0.000272623,0.018102946,,-1.16%
03/08/2020,-0.002155589,0.021214809,0.025342298,,3.64%
04/08/2020,0.027727837,-0.029012578,-0.029185446,,-3.65%
05/08/2020,0.004158618,0.000311273,0.006351036,,0.80%
06/08/2020,0.027952007,0.005362225,-0.005076238,,0.61%
07/08/2020,0.005117989,-0.002262093,0.011990671,,-0.18%
08/08/2020,0.005307206,0.005837537,0.014880383,,0.73%
09/08/2020,0.013976991,-0.028850241,-0.057290944,,-5.13%
10/08/2020,-0.008490358,-0.022258051,-0.016032182,,-2.42%
11/08/2020,0.001896379,-0.001440506,0.009413528,,0.14%
12/08/2020,0.015097519,0.067758043,0.021363888,,5.78%
13/08/2020,-0.027759655,-0.012802681,0.011342796,,-0.79%
14/08/2020,0.011358205,-0.018886169,0.012776248,,-0.53%
15/08/2020,-0.072755983,0.015555887,0.019858996,,2.01%
16/08/2020,-0.002730636,0.014185703,-0.025527274,,0.80%
17/08/2020,0.009606388,-0.014614473,-0.011599958,,-0.98%
18/08/2020,0.002909608,-0.003805069,0.012237332,,-0.22%
19/08/2020,0.01544662,0.008190835,0.009198512,,0.00%
20/08/2020,0.0500957,0.024217704,-0.019911405,,0.81%
21/08/2020,-0.006944413,-0.044043806,0.018185019,,-3.25%
22/08/2020,0.024127834,0.048339299,-0.013367497,,2.37%
23/08/2020,-0.008925832,0.020754286,0.075259609,,3.82%
24/08/2020,-0.016607603,-0.014443194,-0.006218226,,-1.10%
25/08/2020,0.004551085,0.007726704,0.027434458,,1.63%
26/08/2020,-0.00015729,-0.006610486,-0.025560634,,-2.46%
27/08/2020,0.012094661,0.014603969,0.014304392,,2.56%
28/08/2020,-0.00152226,0.006256758,0.000881394,,1.06%
29/08/2020,0.025076547,0.023688349,-0.019689912,,1.29%
30/08/2020,-0.052562593,-0.004861254,0.010904137,,0.66%
31/08/2020,-0.021631568,0.003352477,0.012561093,,1.52%
01/09/2020,-0.034572581,0.026573871,0.011150528,,2.95%
02/09/2020,0.011540127,0.021035073,-0.015573749,,0.95%
03/09/2020,-0.05433412,0.055495684,0.027411261,,10.92%
04/09/2020,-0.011776248,-0.055756887,-0.04245553,,-7.38%
05/09/2020,-0.013661479,-0.032253457,0.043245694,,-0.15%
06/09/2020,0.014052873,0.004666037,-7.62E-05,,1.03%
07/09/2020,0.024889239,-0.017976213,0.017123837,,-1.05%
08/09/2020,-0.006249458,0.014438183,0.024469009,,1.95%
09/09/2020,0.009204278,-0.002102397,-0.008693438,,-0.22%
10/09/2020,0.014836794,-0.012989741,0.007916458,,-0.63%
11/09/2020,0.035973345,0.034121903,0.033094338,,4.34%
12/09/2020,0.005713117,0.018899601,0.019690529,,2.14%
13/09/2020,0.010690495,0.007295835,0.032441458,,2.98%
14/09/2020,0.009648661,0.018369513,0.011300134,,1.57%
15/09/2020,-0.014254753,-0.022372207,-0.035415583,,-2.64%
16/09/2020,0.013394416,-0.00834606,-0.01819672,,-1.01%
17/09/2020,0.018426,0.011431604,0.002348621,,0.94%
18/09/2020,0.011153155,0.026329611,0.00739464,,2.14%
19/09/2020,0.019371652,-0.002304205,0.014548596,,0.58%
20/09/2020,-0.000923236,-0.000154473,0.009761336,,1.37%
21/09/2020,-0.011144158,-0.004756582,0.019525691,,3.55%
22/09/2020,-0.005132057,-0.005247427,-0.002235041,,-1.06%
23/09/2020,-0.004732039,0.005172757,0.013163825,,1.76%
24/09/2020,-0.010536625,-0.015216651,-0.01534132,,-2.60%
25/09/2020,0.007219178,-0.036532545,-0.014298433,,-4.04%
26/09/2020,-0.021979636,-0.003076388,0.013021971,,0.66%
27/09/2020,-0.004093176,0.000841181,5.24E-05,,0.18%
28/09/2020,0.002303546,-0.012430216,-0.024620801,,-2.05%
29/09/2020,0.022191624,0.017773299,-0.002578236,,1.28%
30/09/2020,0.021320758,0.0140686,0.000830178,,0.87%
01/10/2020,-0.017453499,-0.019450669,-0.007251713,,-1.77%
02/10/2020,-0.010266598,-0.001236164,0.020287171,,0.50%
03/10/2020,-0.008818757,-0.002073815,0.006869755,,-0.05%
04/10/2020,0.008386344,0.020097134,0.002883036,,1.90%
05/10/2020,0.013134954,0.006254299,0.00100517,,0.47%
06/10/2020,-0.034841727,-0.013051935,0.016330143,,-1.00%
07/10/2020,0.019611567,-0.002151289,-0.014723586,,-0.60%
08/10/2020,-0.011391551,-0.001575118,0.009569484,,0.33%
09/10/2020,0.012529037,-0.000830364,0.007445733,,0.03%
10/10/2020,0.003430141,0.005745325,-0.004352292,,0.26%
11/10/2020,0.016901145,0.017542995,-0.005515597,,0.81%
12/10/2020,0.00259335,0.013525899,0.032788609,,2.45%
13/10/2020,-0.009771091,0.008992409,-0.000151285,,1.38%
14/10/2020,-0.015575489,0.021157168,0.02629903,,3.52%
15/10/2020,0.000582662,0.006819641,0.010988831,,1.10%
16/10/2020,0.007209693,-0.032812684,-0.013612748,,-3.56%
17/10/2020,0.023981887,-0.001930583,-0.013365123,,-0.62%
18/10/2020,-0.004992831,0.020009396,-0.00633054,,1.90%
19/10/2020,0.032544919,0.003907572,0.006995698,,0.43%
20/10/2020,-0.014139899,-0.020874846,-0.006466022,,-2.76%
21/10/2020,-0.022394981,0.019107204,-0.000879633,,2.23%
22/10/2020,-0.005810698,0.028282491,-0.010391892,,2.15%
23/10/2020,-0.017461825,-0.001952543,-0.009428693,,-0.99%
24/10/2020,-0.013305022,0.006562685,0.00621781,,1.08%
25/10/2020,-0.01155036,0.01273102,0.010246899,,1.78%
26/10/2020,0.004080398,0.002297947,0.026748457,,1.63%
27/10/2020,-0.005910171,0.010403969,0.0058489,,0.99%
28/10/2020,-0.036077252,0.011746685,0.00775379,,2.13%
29/10/2020,-0.011844279,0.012660501,0.010906255,,1.62%
30/10/2020,0.021788961,0.005824448,-0.007908203,,0.13%
31/10/2020,-0.004365807,0.012328343,-0.002415241,,0.92%
01/11/2020,0.001456494,-0.005815967,0.006090662,,-0.07%
02/11/2020,0.005518434,-0.011368943,0.0089439,,0.10%
03/11/2020,0.001874063,0.01485108,0.007422278,,1.32%
04/11/2020,-0.011979751,0.017899477,-0.019898399,,0.15%
05/11/2020,-0.000438633,0.029704737,0.007981868,,1.33%
06/11/2020,0.004137922,-0.01062122,-0.025668458,0,-2.34%
07/11/2020,-0.023059216,-0.001435773,-0.005118999,-0.006975212,-0.62%
08/11/2020,0.007462516,0.01281918,0.021394921,-0.014973327,1.44%
09/11/2020,0.004772637,-0.007110304,-0.000971468,-0.008406969,-0.24%
10/11/2020,0.015888484,-0.001525562,-0.003132448,0.002552266,-0.29%
11/11/2020,-0.007614066,0.015800129,-0.016377176,-0.015100749,0.34%
12/11/2020,0.015200799,0.016127135,-0.006330562,0.010995577,1.34%
13/11/2020,-0.006183585,0.006638331,-0.000264911,-0.032514699,0.81%
14/11/2020,0.011705177,-0.001666636,0.00928299,0.015169155,0.80%
15/11/2020,0.010276133,0.007741448,-0.001344678,0.004129152,0.44%
16/11/2020,-0.020215072,0.037059897,-0.002848715,0.032785472,4.18%
17/11/2020,0.01390733,0.030878026,-0.017001195,-0.007226911,1.47%
18/11/2020,-0.017956682,-0.003774901,0.00614249,-0.026120866,-0.20%
19/11/2020,-0.026338074,0.019497811,-0.011404588,0.021172901,0.92%
20/11/2020,0.015736053,-0.001361456,-0.019196892,0.011824912,-1.09%
21/11/2020,0.063911616,0.054058618,-0.032408433,0.03389178,4.86%
22/11/2020,0.007857302,0.016722644,-0.020057164,0.02605867,-0.71%
23/11/2020,0.057664191,0.00097194,-0.022611677,0.036875533,0.79%
24/11/2020,0.147274446,0.032622334,-0.047403721,0.013969074,-3.23%
25/11/2020,-0.000500643,-0.025967005,0.015757873,0.023773586,-1.45%
26/11/2020,-0.009475845,-0.00096194,0.01675294,0.016083385,2.25%
27/11/2020,0.011477998,0.002117908,-0.008448005,0.011675342,-0.63%
28/11/2020,0.060943355,0.057996319,0.019997292,0.025895422,5.76%
29/11/2020,-0.026448173,0.013054577,-0.022448138,-0.034191627,-0.25%
30/11/2020,-0.028008626,0.006837911,-0.038559824,-0.011328632,-2.42%
01/12/2020,-0.014454807,-0.008832508,0.007158159,-0.01960133,-0.40%
02/12/2020,0.008683118,0.018065481,0.011891663,-0.013584457,1.97%
03/12/2020,0.03834645,0.01504902,0.015269372,-0.00118607,3.10%
04/12/2020,-0.015675646,-0.042490285,0.012269964,0.002321163,-3.09%
05/12/2020,0.025713008,0.021005648,-0.005509705,0.01633878,1.72%
06/12/2020,-0.000150513,0.001792621,0.001199459,-0.000650933,0.24%
07/12/2020,0.014419867,0.000312719,0.002520266,0.010631217,0.12%
08/12/2020,-0.006472624,-0.021431148,-0.010217191,-0.002703983,-2.18%
09/12/2020,-0.001117169,0.009829041,-0.010642823,0.008420927,0.61%
10/12/2020,-0.000860387,-0.008590769,0.004814158,0.001429765,-0.22%
11/12/2020,0.02340685,0.001745303,0.000187846,-0.011817993,0.11%
12/12/2020,0.006987068,0.002667678,0.009583036,-0.002216947,0.99%
13/12/2020,-0.009082793,0.002190143,-0.003857168,0.006894193,-0.73%
14/12/2020,0.002687859,0.004461375,-0.00803057,0.000351418,-0.03%
15/12/2020,-0.006279652,-0.016846495,-0.013597764,-0.025535669,-1.93%
16/12/2020,-0.019501945,0.046265717,0.00818243,-0.021773309,2.77%
17/12/2020,-0.011570403,0.02105818,0.001287871,0.023277241,1.97%
18/12/2020,-0.022363343,0.015369792,-0.008412975,0.013242998,1.30%
19/12/2020,-0.026448023,0.015976676,0.003789717,0.015680869,1.30%
20/12/2020,-0.038845027,-0.011666265,-0.038124734,-0.026249562,-4.50%
21/12/2020,0.033262155,-0.006860448,0.026263143,-0.00556595,2.41%
22/12/2020,-0.0152776,0.026450276,-0.029813584,0.03016556,-1.13%
23/12/2020,-0.00162841,0.064431862,0.030785918,0.018810389,9.48%
24/12/2020,0.013115924,-0.041337701,-0.008225711,-0.000430744,-5.60%
25/12/2020,-0.036609626,0.04452207,-0.01550913,-0.018833507,2.17%
26/12/2020,0.042472278,0.046219761,-0.03090248,-0.004952872,0.26%
27/12/2020,-0.043157634,-0.024870141,0.010922472,0.025104572,-1.67%
28/12/2020,0.056504838,0.032369363,-0.015873958,-0.034923647,1.16%
29/12/2020,0.03187375,0.049834312,-0.052619664,-0.040412171,0.33%
30/12/2020,-0.024972161,0.00195252,-0.029209575,-0.01253128,-2.97%
31/12/2020,-0.023067043,0.018923064,-0.046880807,0.018041128,-2.29%
01/01/2021,-0.036266109,-0.017688124,-0.034187189,0.019647157,-4.31%
02/01/2021,-0.011277662,0.0406788,-0.013342583,-0.056879954,2.80%
03/01/2021,-0.017657276,0.07661457,-0.058494207,-0.090896378,3.64%
04/01/2021,0.022105069,-0.011477226,0.00961353,-0.00119897,-0.16%
05/01/2021,-0.012969288,0.047744799,-0.031909539,-0.030170187,2.98%
06/01/2021,-0.01013847,-0.019477279,0.035876833,-0.039375669,0.47%
07/01/2021,0.030332439,-0.00209751,0.034165295,-0.000832051,2.42%
08/01/2021,-0.010736984,0.014660786,0.013140274,-0.01385424,1.61%
09/01/2021,-0.041457683,-0.136060788,0.018375233,-0.062075503,-10.97%
10/01/2021,0.187694327,-0.127627535,0.048862884,-0.017408747,-6.75%
11/01/2021,0.029441595,0.001016498,0.023060042,-0.013138893,3.66%
12/01/2021,0.038484815,0.015125415,0.036230938,0.034691881,3.24%
13/01/2021,0.007451308,0.005196552,-0.050416136,0.010443646,-2.61%
14/01/2021,-0.038052292,0.013337359,-0.033601547,-0.000453851,-0.80%
15/01/2021,0.029478874,0.013219335,0.026259263,0.09693604,3.02%
16/01/2021,0.019290005,0.054182972,0.044157178,-0.002608287,6.51%
17/01/2021,-0.014014796,0.003568899,-0.015552308,0.028709104,-1.18%
18/01/2021,0.01603154,-0.01267491,0.015008567,-0.033210818,-0.02%
19/01/2021,-0.002824379,-0.015051,-0.021455994,-0.037219076,-3.31%
20/01/2021,0.031225958,0.034816733,-0.006327926,0.026225518,2.48%
21/01/2021,-0.028527041,-0.026320293,-0.004028387,-0.006497215,-1.52%
22/01/2021,0.015516175,0.044358371,-0.036766733,0.041626383,0.26%
23/01/2021,-0.022364464,0.037088954,-0.013173215,0.021214526,1.29%
24/01/2021,0.020568242,0.059319115,0.021893302,0.021220984,7.87%
25/01/2021,0.005577932,-0.038685187,0.013779695,-0.028506206,-1.69%
26/01/2021,0.039436583,0.036019431,0.0886924,0.027152069,6.50%
27/01/2021,-0.013681605,0.026837478,0.015239679,0.043231425,2.95%
28/01/2021,-0.015772123,-0.025854455,-0.057090187,-0.017806596,-5.37%
29/01/2021,-0.01412085,-0.031263335,0.052162095,-0.005170464,1.31%
30/01/2021,-0.001553555,0.028155056,0.016744285,0.051683729,2.05%
31/01/2021,-0.006204088,-0.007449526,0.000321481,-0.002248437,0.32%
01/02/2021,0.019389391,0.000922137,0.068740061,0.002095871,5.57%
02/02/2021,-0.007471333,-0.019237896,0.006489807,-0.006378818,-1.07%
03/02/2021,-0.017384704,-0.001342833,-0.00229362,-0.018743676,-0.84%
04/02/2021,0.032679689,0.070853387,0.032070732,0.006041227,8.98%
05/02/2021,0.059993771,0.024993533,0.035698778,-0.01084746,4.60%
06/02/2021,-0.018160326,-0.027349515,0.079319345,0.047973612,2.75%
07/02/2021,-0.031302513,-0.003737263,0.00239814,0.018643563,-0.19%
08/02/2021,0.035957869,-0.046069614,0.081748762,0.045410843,4.31%
09/02/2021,0.016340609,-0.04731332,0.030383354,0.081906831,-1.59%
10/02/2021,0.061328879,0.097447243,0.073297893,-0.040250728,9.39%
11/02/2021,-0.041312724,-0.017565684,-0.041498802,-0.023877693,-1.22%
12/02/2021,0.032168563,-0.009915577,-0.082463193,-0.029554537,-5.90%
13/02/2021,-0.077029942,-0.134848169,0.009286542,0.097912247,-8.95%
14/02/2021,0.00063309,-0.042607851,0.030618351,-0.007515969,-0.85%
15/02/2021,0.035334156,0.002463784,0.015862644,-0.034906486,1.50%
16/02/2021,-0.013187729,0.012838992,0.02961116,0.044032302,3.78%
17/02/2021,0.064911751,-0.001621905,-0.04814345,-0.010182357,-3.59%
18/02/2021,0.029159513,0.023152235,-0.008059924,-0.054842912,2.02%
19/02/2021,-0.035711323,0.092964839,0.024450481,0.200533581,10.62%
20/02/2021,0.016433516,-0.000141223,0.045716574,-0.039251237,2.25%
21/02/2021,-0.033067286,-0.018826341,0.001229578,-0.00126812,-1.47%
22/02/2021,0.0229019,0.048769006,0.037108541,-0.006082775,7.35%
23/02/2021,0.070408376,0.029880971,-0.017980258,0.044861786,3.02%
24/02/2021,-0.009981454,-0.033587919,0.025520462,-0.042489876,-0.45%
25/02/2021,-0.00034931,0.012069737,-0.004040171,-0.01748441,0.29%
26/02/2021,0.052735296,0.038320824,-0.021854503,0.018450057,1.71%
27/02/2021,0.016584638,0.008190701,0.004730342,0.000965347,0.07%
28/02/2021,0.017775316,0.015206321,0.009734449,-0.026914409,1.80%
01/03/2021,-0.022261147,-0.038386075,-0.054398611,0.023964601,-7.64%
02/03/2021,0.018567513,-0.006497726,0.011879283,0.028633508,0.46%
03/03/2021,-0.002972559,0.011863088,-0.001246825,-0.001973166,0.74%
04/03/2021,0.020537823,0.01565446,0.03167424,0.051211702,4.11%
05/03/2021,-0.006567009,-0.004307735,-0.006573065,-0.021629204,-0.67%
06/03/2021,-0.014156292,-0.034873879,-0.008427776,0.008004994,-3.97%
07/03/2021,-0.008420715,0.019068473,-0.042820961,0.046549676,-1.65%
08/03/2021,0.032325257,-0.010364262,-0.003474526,0.051753099,-0.70%
09/03/2021,0.005318183,0.017892165,-0.016222535,0.009424646,0.65%
10/03/2021,0.033793458,0.021221916,0.078015495,0.071886143,5.72%
11/03/2021,0.039859358,0.028837187,0.00728446,0.041344573,2.59%
12/03/2021,-0.017419891,0.002014256,0.007933976,0.022543535,0.47%
13/03/2021,-0.065916463,-0.043418643,0.033277876,0.021213508,1.26%
14/03/2021,0.046232149,0.028512427,0.019107848,0.011367592,2.82%
15/03/2021,0.005797964,-0.023021256,-0.042774264,-0.039921151,-4.70%
16/03/2021,-0.003766006,0.010562561,-0.000163379,-0.049171051,1.18%
17/03/2021,0.024247802,0.031972324,0.022862828,0.008552662,3.98%
18/03/2021,-0.00253185,0.005676446,0.016763208,0.011239666,1.50%
19/03/2021,0.00100902,0.02457758,-0.021501874,0.010809889,0.86%
20/03/2021,-0.011765342,-0.04279243,0.022711003,-0.002088681,-2.26%
21/03/2021,0.05483449,0.052536756,0.00912047,0.026249291,4.89%
22/03/2021,0.028980499,0.026423712,-0.029896066,0.056508701,0.27%
23/03/2021,0.042245537,0.021103985,-0.014792145,0.033944699,1.42%
24/03/2021,0.01647874,0.02727175,0.006437316,-0.025522203,0.76%
25/03/2021,0.019003757,-0.001255577,0.014873229,0.055394647,0.01%
26/03/2021,-0.032544961,-0.026829136,-0.024746649,-0.032641925,-3.78%
27/03/2021,0.003124218,-0.007350534,0.015391087,-0.016371524,0.45%
28/03/2021,0.038433908,0.008527602,0.00840472,-0.000101969,1.01%
29/03/2021,-0.036067223,-0.008054937,0.009763612,0.005156533,0.06%
30/03/2021,0.009898564,-0.002052225,0.02979391,0.005071918,1.32%
31/03/2021,-0.116941943,0.043922545,0.095995933,0.098420306,5.97%
01/04/2021,0.00776662,-0.036672496,0.014165259,-0.007972401,-1.79%
02/04/2021,-0.037585474,-0.01412288,0.002088867,0.033668036,-1.91%
03/04/2021,0.00992821,0.02046545,0.028041387,0.025211311,2.63%
04/04/2021,-0.040525702,0.034012518,-0.001994635,0.072143062,2.90%
05/04/2021,0.009724197,-0.010010167,-0.051374376,-0.043433908,-3.66%
06/04/2021,0.00511515,0.016910878,0.005848448,-0.024951715,0.23%
07/04/2021,0.022680314,0.02206214,0.016912285,-0.024401138,1.46%
08/04/2021,0.001323083,0.015801598,-0.006700515,0.026420256,0.07%
09/04/2021,0.011610583,0.033816938,0.007426286,0.034965219,3.12%
10/04/2021,-0.004598192,0.010587449,-0.020829598,0.004866135,-0.74%
11/04/2021,0.01757283,0.02334708,0.020127961,0.006747622,3.16%
12/04/2021,0.027517232,-0.041989844,0.024542328,-0.043801388,-3.24%
13/04/2021,-0.034666527,-0.005222671,-0.056246413,0.043994265,-2.83%
14/04/2021,-0.022623048,-0.015418044,0.031592863,-0.024417657,0.96%
15/04/2021,-0.002590376,0.001075735,0.013722165,0.018974827,1.65%
16/04/2021,0.033592464,0.129942462,-0.063763451,0.098943623,8.84%
17/04/2021,0.02423491,-0.031601762,0.039396202,-0.040267964,-0.93%
18/04/2021,-0.01925302,0.054924057,0.04105491,0.011566672,4.02%
19/04/2021,0.008639614,-0.013734714,0.0155539,-0.026901387,0.62%
20/04/2021,0.062779023,0.039648822,-0.015735975,-0.002303216,3.42%
21/04/2021,-0.034672702,-0.026210287,0.013206179,0.026880572,-1.55%
22/04/2021,-0.074041542,0.012333353,0.012291831,0.067803939,1.47%
23/04/2021,0.048256692,-0.007433898,-0.034149967,0.015950126,-2.51%
24/04/2021,-0.019733279,0.011115517,-0.028753771,0.022245124,-0.65%
25/04/2021,-0.027803386,-0.014675651,-0.044376563,-0.021865142,-4.84%
26/04/2021,0.030275228,-0.036053008,0.081195249,-0.061865369,2.17%
27/04/2021,0.018330589,0.003166865,0.02526283,-0.022510433,1.35%
28/04/2021,-0.006465827,0.029179909,-0.019191198,0.027514273,1.15%
29/04/2021,-0.004051457,-0.011708499,-0.028490634,-0.011639228,-2.75%
30/04/2021,-0.019629887,-0.004217094,0.015875354,-0.008208218,1.76%
01/05/2021,-0.015550532,0.02479229,-0.025186587,-0.016885265,1.24%
02/05/2021,0.013532323,-0.016097025,-0.015078726,0.009354763,-2.65%
03/05/2021,-0.01339545,0.019848395,0.043446389,0.021793925,4.95%
04/05/2021,-0.038342791,0.027848489,0.011007805,-0.010709413,3.02%
05/05/2021,-0.048790403,0.029177531,-0.043502035,-0.017795114,0.60%
06/05/2021,-0.024193305,-0.03866549,-0.016786003,-0.014517246,-5.06%
